episode,name,score
417,rolling-mean 100,0.0009500002115964889
418,agent-0,-0.009999999776482582
418,agent-1,0.0
418,mean,-0.004999999888241291
418,rolling-mean 100,0.0009500002115964889
419,agent-0,0.0
419,agent-1,-0.009999999776482582
419,mean,-0.004999999888241291
419,rolling-mean 100,0.0009500002115964889
420,agent-0,-0.009999999776482582
420,agent-1,0.0
420,mean,-0.004999999888241291
420,rolling-mean 100,0.0009500002115964889
421,agent-0,0.0
421,agent-1,0.09000000171363354
421,mean,0.04500000085681677
421,rolling-mean 100,0.0014500002190470694
422,agent-0,-0.009999999776482582
422,agent-1,0.0
422,mean,-0.004999999888241291
422,rolling-mean 100,0.0015000002179294824
423,agent-0,-0.009999999776482582
423,agent-1,0.0
423,mean,-0.004999999888241291
423,rolling-mean 100,0.0015000002179294824
424,agent-0,0.0
424,agent-1,-0.009999999776482582
424,mean,-0.004999999888241291
424,rolling-mean 100,0.0015000002179294824
425,agent-0,0.0
425,agent-1,-0.009999999776482582
425,mean,-0.004999999888241291
425,rolling-mean 100,0.0015000002179294824
426,agent-0,0.10000000149011612
426,agent-1,-0.009999999776482582
426,mean,0.04500000085681677
426,rolling-mean 100,0.002000000225380063
427,agent-0,-0.009999999776482582
427,agent-1,0.0
427,mean,-0.004999999888241291
427,rolling-mean 100,0.002000000225380063
428,agent-0,-0.009999999776482582
428,agent-1,0.10000000149011612
428,mean,0.04500000085681677
428,rolling-mean 100,0.0025000002328306437
429,agent-0,0.0
429,agent-1,-0.009999999776482582
429,mean,-0.004999999888241291
429,rolling-mean 100,0.0025000002328306437
430,agent-0,0.0
430,agent-1,-0.009999999776482582
430,mean,-0.004999999888241291
430,rolling-mean 100,0.0025000002328306437
431,agent-0,0.0
431,agent-1,-0.009999999776482582
431,mean,-0.004999999888241291
431,rolling-mean 100,0.0025000002328306437
432,agent-0,0.0
432,agent-1,-0.009999999776482582
432,mean,-0.004999999888241291
432,rolling-mean 100,0.0015000002086162567
433,agent-0,-0.009999999776482582
433,agent-1,0.0
433,mean,-0.004999999888241291
433,rolling-mean 100,0.0015000002086162567
434,agent-0,0.0
434,agent-1,-0.009999999776482582
434,mean,-0.004999999888241291
434,rolling-mean 100,0.0015000002086162567
435,agent-0,-0.009999999776482582
435,agent-1,0.0
435,mean,-0.004999999888241291
435,rolling-mean 100,0.0005000001937150955
436,agent-0,0.0
436,agent-1,-0.009999999776482582
436,mean,-0.004999999888241291
436,rolling-mean 100,0.0005000001937150955
437,agent-0,0.0
437,agent-1,-0.009999999776482582
437,mean,-0.004999999888241291
437,rolling-mean 100,0.0005000001937150955
438,agent-0,0.10000000149011612
438,agent-1,-0.009999999776482582
438,mean,0.04500000085681677
438,rolling-mean 100,0.0010000002011656762
439,agent-0,0.0
439,agent-1,-0.009999999776482582
439,mean,-0.004999999888241291
439,rolling-mean 100,0.0005000001937150955
440,agent-0,-0.009999999776482582
440,agent-1,0.0
440,mean,-0.004999999888241291
440,rolling-mean 100,0.0005000001937150955
441,agent-0,0.0
441,agent-1,-0.009999999776482582
441,mean,-0.004999999888241291
441,rolling-mean 100,0.0005000001937150955
442,agent-0,-0.009999999776482582
442,agent-1,0.0
442,mean,-0.004999999888241291
442,rolling-mean 100,0.0005000001937150955
443,agent-0,-0.009999999776482582
443,agent-1,0.0
443,mean,-0.004999999888241291
443,rolling-mean 100,0.0005000001937150955
444,agent-0,0.0
444,agent-1,-0.009999999776482582
444,mean,-0.004999999888241291
444,rolling-mean 100,1.8626451492309571e-10
445,agent-0,-0.009999999776482582
445,agent-1,0.0
445,mean,-0.004999999888241291
445,rolling-mean 100,1.8626451492309571e-10
446,agent-0,0.0
446,agent-1,-0.009999999776482582
446,mean,-0.004999999888241291
446,rolling-mean 100,1.8626451492309571e-10
447,agent-0,-0.009999999776482582
447,agent-1,0.0
447,mean,-0.004999999888241291
447,rolling-mean 100,1.8626451492309571e-10
448,agent-0,0.0
448,agent-1,-0.009999999776482582
448,mean,-0.004999999888241291
448,rolling-mean 100,1.8626451492309571e-10
449,agent-0,0.0
449,agent-1,0.09000000171363354
449,mean,0.04500000085681677
449,rolling-mean 100,0.0005000001937150955
450,agent-0,0.0
450,agent-1,-0.009999999776482582
450,mean,-0.004999999888241291
450,rolling-mean 100,0.0005000001937150955
451,agent-0,-0.009999999776482582
451,agent-1,0.0
451,mean,-0.004999999888241291
451,rolling-mean 100,0.0005000001937150955
452,agent-0,0.0
452,agent-1,-0.009999999776482582
452,mean,-0.004999999888241291
452,rolling-mean 100,0.0005000001937150955
453,agent-0,-0.009999999776482582
453,agent-1,0.0
453,mean,-0.004999999888241291
453,rolling-mean 100,0.0005000001937150955
454,agent-0,0.0
454,agent-1,-0.009999999776482582
454,mean,-0.004999999888241291
454,rolling-mean 100,0.0005000001937150955
455,agent-0,0.0
455,agent-1,-0.009999999776482582
455,mean,-0.004999999888241291
455,rolling-mean 100,0.0005000001937150955
456,agent-0,0.0
456,agent-1,-0.009999999776482582
456,mean,-0.004999999888241291
456,rolling-mean 100,0.0005000001937150955
457,agent-0,-0.009999999776482582
457,agent-1,0.0
457,mean,-0.004999999888241291
457,rolling-mean 100,0.0005000001937150955
458,agent-0,-0.009999999776482582
458,agent-1,0.0
458,mean,-0.004999999888241291
458,rolling-mean 100,1.8626451492309571e-10
459,agent-0,0.0
459,agent-1,0.09000000171363354
459,mean,0.04500000085681677
459,rolling-mean 100,0.0005000001937150955
460,agent-0,-0.009999999776482582
460,agent-1,0.0
460,mean,-0.004999999888241291
460,rolling-mean 100,0.0005000001937150955
461,agent-0,0.0
461,agent-1,-0.009999999776482582
461,mean,-0.004999999888241291
461,rolling-mean 100,0.0005000001937150955
462,agent-0,-0.009999999776482582
462,agent-1,0.0
462,mean,-0.004999999888241291
462,rolling-mean 100,0.0005000001937150955
463,agent-0,0.10000000149011612
463,agent-1,-0.009999999776482582
463,mean,0.04500000085681677
463,rolling-mean 100,0.0010000002011656762
464,agent-0,-0.009999999776482582
464,agent-1,0.0
464,mean,-0.004999999888241291
464,rolling-mean 100,0.0010000002011656762
465,agent-0,0.0
465,agent-1,-0.009999999776482582
465,mean,-0.004999999888241291
465,rolling-mean 100,0.0010000002011656762
466,agent-0,-0.009999999776482582
466,agent-1,0.0
466,mean,-0.004999999888241291
466,rolling-mean 100,0.0010000002011656762
467,agent-0,-0.009999999776482582
467,agent-1,0.0
467,mean,-0.004999999888241291
467,rolling-mean 100,0.0010000002011656762
468,agent-0,0.0
468,agent-1,-0.009999999776482582
468,mean,-0.004999999888241291
468,rolling-mean 100,0.0010000002011656762
469,agent-0,-0.009999999776482582
469,agent-1,0.0
469,mean,-0.004999999888241291
469,rolling-mean 100,0.0010000002011656762
470,agent-0,-0.009999999776482582
470,agent-1,0.0
470,mean,-0.004999999888241291
470,rolling-mean 100,0.0010000002011656762
471,agent-0,0.0
471,agent-1,-0.009999999776482582
471,mean,-0.004999999888241291
471,rolling-mean 100,0.0010000002011656762
472,agent-0,0.0
472,agent-1,-0.009999999776482582
472,mean,-0.004999999888241291
472,rolling-mean 100,0.0010000002011656762
473,agent-0,0.0
473,agent-1,-0.009999999776482582
473,mean,-0.004999999888241291
473,rolling-mean 100,0.0010000002011656762
474,agent-0,-0.009999999776482582
474,agent-1,0.10000000149011612
474,mean,0.04500000085681677
474,rolling-mean 100,0.0015000002086162567
475,agent-0,0.0
475,agent-1,-0.009999999776482582
475,mean,-0.004999999888241291
475,rolling-mean 100,0.0015000002086162567
476,agent-0,0.0
476,agent-1,-0.009999999776482582
476,mean,-0.004999999888241291
476,rolling-mean 100,0.0015000002086162567
477,agent-0,0.0
477,agent-1,-0.009999999776482582
477,mean,-0.004999999888241291
477,rolling-mean 100,0.0015000002086162567
478,agent-0,0.0
478,agent-1,-0.009999999776482582
478,mean,-0.004999999888241291
478,rolling-mean 100,0.0015000002086162567
479,agent-0,0.0
479,agent-1,-0.009999999776482582
479,mean,-0.004999999888241291
479,rolling-mean 100,0.0015000002086162567
480,agent-0,0.0
480,agent-1,-0.009999999776482582
480,mean,-0.004999999888241291
480,rolling-mean 100,0.0015000002086162567
481,agent-0,0.0
481,agent-1,-0.009999999776482582
481,mean,-0.004999999888241291
481,rolling-mean 100,0.0015000002086162567
482,agent-0,0.0
482,agent-1,-0.009999999776482582
482,mean,-0.004999999888241291
482,rolling-mean 100,0.0015000002086162567
483,agent-0,-0.009999999776482582
483,agent-1,0.0
483,mean,-0.004999999888241291
483,rolling-mean 100,0.0015000002086162567
484,agent-0,-0.009999999776482582
484,agent-1,0.0
484,mean,-0.004999999888241291
484,rolling-mean 100,0.0015000002086162567
485,agent-0,-0.009999999776482582
485,agent-1,0.0
485,mean,-0.004999999888241291
485,rolling-mean 100,0.0015000002086162567
486,agent-0,0.0
486,agent-1,-0.009999999776482582
486,mean,-0.004999999888241291
486,rolling-mean 100,0.0015000002086162567
487,agent-0,-0.009999999776482582
487,agent-1,0.0
487,mean,-0.004999999888241291
487,rolling-mean 100,0.0015000002086162567
488,agent-0,0.0
488,agent-1,-0.009999999776482582
488,mean,-0.004999999888241291
488,rolling-mean 100,0.0015000002086162567
489,agent-0,0.0
489,agent-1,-0.009999999776482582
489,mean,-0.004999999888241291
489,rolling-mean 100,0.0015000002086162567
490,agent-0,0.10000000149011612
490,agent-1,-0.009999999776482582
490,mean,0.04500000085681677
490,rolling-mean 100,0.002000000216066837
491,agent-0,0.0
491,agent-1,0.09000000171363354
491,mean,0.04500000085681677
491,rolling-mean 100,0.0025000002235174177
492,agent-0,0.0
492,agent-1,0.09000000171363354
492,mean,0.04500000085681677
492,rolling-mean 100,0.0030000002309679987
493,agent-0,0.0
493,agent-1,-0.009999999776482582
493,mean,-0.004999999888241291
493,rolling-mean 100,0.0030000002309679987
494,agent-0,-0.009999999776482582
494,agent-1,0.0
494,mean,-0.004999999888241291
494,rolling-mean 100,0.0030000002309679987
495,agent-0,0.10000000149011612
495,agent-1,-0.009999999776482582
495,mean,0.04500000085681677
495,rolling-mean 100,0.0035000002384185792
496,agent-0,0.0
496,agent-1,-0.009999999776482582
496,mean,-0.004999999888241291
496,rolling-mean 100,0.0035000002384185792
497,agent-0,0.0
497,agent-1,0.09000000171363354
497,mean,0.04500000085681677
497,rolling-mean 100,0.004000000245869159
498,agent-0,-0.009999999776482582
498,agent-1,0.0
498,mean,-0.004999999888241291
498,rolling-mean 100,0.004000000245869159
499,agent-0,0.0
499,agent-1,-0.009999999776482582
499,mean,-0.004999999888241291
499,rolling-mean 100,0.0035000002384185792
500,agent-0,-0.009999999776482582
500,agent-1,0.0
500,mean,-0.004999999888241291
500,rolling-mean 100,0.0025000002235174177
501,agent-0,0.0
501,agent-1,-0.009999999776482582
501,mean,-0.004999999888241291
501,rolling-mean 100,0.0025000002235174177
502,agent-0,0.0
502,agent-1,-0.009999999776482582
502,mean,-0.004999999888241291
502,rolling-mean 100,0.0025000002235174177
503,agent-0,-0.009999999776482582
503,agent-1,0.0
503,mean,-0.004999999888241291
503,rolling-mean 100,0.002000000216066837
504,agent-0,0.0
504,agent-1,-0.009999999776482582
504,mean,-0.004999999888241291
504,rolling-mean 100,0.002000000216066837
505,agent-0,-0.009999999776482582
505,agent-1,0.0
505,mean,-0.004999999888241291
505,rolling-mean 100,0.002000000216066837
506,agent-0,0.0
506,agent-1,-0.009999999776482582
506,mean,-0.004999999888241291
506,rolling-mean 100,0.002000000216066837
507,agent-0,0.0
507,agent-1,-0.009999999776482582
507,mean,-0.004999999888241291
507,rolling-mean 100,0.002000000216066837
508,agent-0,-0.009999999776482582
508,agent-1,0.0
508,mean,-0.004999999888241291
508,rolling-mean 100,0.002000000216066837
509,agent-0,0.0
509,agent-1,-0.009999999776482582
509,mean,-0.004999999888241291
509,rolling-mean 100,0.002000000216066837
510,agent-0,0.0
510,agent-1,-0.009999999776482582
510,mean,-0.004999999888241291
510,rolling-mean 100,0.0015000002086162567
511,agent-0,-0.009999999776482582
511,agent-1,0.0
511,mean,-0.004999999888241291
511,rolling-mean 100,0.0015000002086162567
512,agent-0,-0.009999999776482582
512,agent-1,0.0
512,mean,-0.004999999888241291
512,rolling-mean 100,0.0015000002086162567
513,agent-0,-0.009999999776482582
513,agent-1,0.0
513,mean,-0.004999999888241291
513,rolling-mean 100,0.0015000002086162567
514,agent-0,0.0
514,agent-1,-0.009999999776482582
514,mean,-0.004999999888241291
514,rolling-mean 100,0.0015000002086162567
515,agent-0,0.0
515,agent-1,-0.009999999776482582
515,mean,-0.004999999888241291
515,rolling-mean 100,0.0015000002086162567
516,agent-0,0.0
516,agent-1,-0.009999999776482582
516,mean,-0.004999999888241291
516,rolling-mean 100,0.0015000002086162567
517,agent-0,0.0
517,agent-1,-0.009999999776482582
517,mean,-0.004999999888241291
517,rolling-mean 100,0.0015000002086162567
518,agent-0,-0.009999999776482582
518,agent-1,0.0
518,mean,-0.004999999888241291
518,rolling-mean 100,0.0015000002086162567
519,agent-0,0.0
519,agent-1,-0.009999999776482582
519,mean,-0.004999999888241291
519,rolling-mean 100,0.0015000002086162567
520,agent-0,0.0
520,agent-1,-0.009999999776482582
520,mean,-0.004999999888241291
520,rolling-mean 100,0.0015000002086162567
521,agent-0,0.0
521,agent-1,-0.009999999776482582
521,mean,-0.004999999888241291
521,rolling-mean 100,0.0010000002011656762
522,agent-0,-0.009999999776482582
522,agent-1,0.0
522,mean,-0.004999999888241291
522,rolling-mean 100,0.0010000002011656762
523,agent-0,-0.009999999776482582
523,agent-1,0.0
523,mean,-0.004999999888241291
523,rolling-mean 100,0.0010000002011656762
524,agent-0,0.0
524,agent-1,-0.009999999776482582
524,mean,-0.004999999888241291
524,rolling-mean 100,0.0010000002011656762
525,agent-0,0.0
525,agent-1,-0.009999999776482582
525,mean,-0.004999999888241291
525,rolling-mean 100,0.0010000002011656762
526,agent-0,0.0
526,agent-1,-0.009999999776482582
526,mean,-0.004999999888241291
526,rolling-mean 100,0.0005000001937150955
527,agent-0,-0.009999999776482582
527,agent-1,0.0
527,mean,-0.004999999888241291
527,rolling-mean 100,0.0005000001937150955
528,agent-0,-0.009999999776482582
528,agent-1,0.0
528,mean,-0.004999999888241291
528,rolling-mean 100,1.8626451492309571e-10
529,agent-0,0.0
529,agent-1,-0.009999999776482582
529,mean,-0.004999999888241291
529,rolling-mean 100,1.8626451492309571e-10
530,agent-0,0.0
530,agent-1,-0.009999999776482582
530,mean,-0.004999999888241291
530,rolling-mean 100,1.8626451492309571e-10
531,agent-0,-0.009999999776482582
531,agent-1,0.0
531,mean,-0.004999999888241291
531,rolling-mean 100,1.8626451492309571e-10
532,agent-0,-0.009999999776482582
532,agent-1,0.0
532,mean,-0.004999999888241291
532,rolling-mean 100,1.8626451492309571e-10
533,agent-0,-0.009999999776482582
533,agent-1,0.0
533,mean,-0.004999999888241291
533,rolling-mean 100,1.8626451492309571e-10
534,agent-0,-0.009999999776482582
534,agent-1,0.0
534,mean,-0.004999999888241291
534,rolling-mean 100,1.8626451492309571e-10
535,agent-0,0.0
535,agent-1,-0.009999999776482582
535,mean,-0.004999999888241291
535,rolling-mean 100,1.8626451492309571e-10
536,agent-0,0.0
536,agent-1,-0.009999999776482582
536,mean,-0.004999999888241291
536,rolling-mean 100,1.8626451492309571e-10
537,agent-0,0.0
537,agent-1,-0.009999999776482582
537,mean,-0.004999999888241291
537,rolling-mean 100,1.8626451492309571e-10
538,agent-0,0.0
538,agent-1,-0.009999999776482582
538,mean,-0.004999999888241291
538,rolling-mean 100,-0.0004999998211860656
539,agent-0,-0.009999999776482582
539,agent-1,0.0
539,mean,-0.004999999888241291
539,rolling-mean 100,-0.0004999998211860656
540,agent-0,0.0
540,agent-1,-0.009999999776482582
540,mean,-0.004999999888241291
540,rolling-mean 100,-0.0004999998211860656
541,agent-0,0.0
541,agent-1,-0.009999999776482582
541,mean,-0.004999999888241291
541,rolling-mean 100,-0.0004999998211860656
542,agent-0,-0.009999999776482582
542,agent-1,0.0
542,mean,-0.004999999888241291
542,rolling-mean 100,-0.0004999998211860656
543,agent-0,0.0
543,agent-1,-0.009999999776482582
543,mean,-0.004999999888241291
543,rolling-mean 100,-0.0004999998211860656
544,agent-0,0.0
544,agent-1,-0.009999999776482582
544,mean,-0.004999999888241291
544,rolling-mean 100,-0.0004999998211860656
545,agent-0,-0.009999999776482582
545,agent-1,0.0
545,mean,-0.004999999888241291
545,rolling-mean 100,-0.0004999998211860656
546,agent-0,0.0
546,agent-1,-0.009999999776482582
546,mean,-0.004999999888241291
546,rolling-mean 100,-0.0004999998211860656
547,agent-0,-0.009999999776482582
547,agent-1,0.0
547,mean,-0.004999999888241291
547,rolling-mean 100,-0.0004999998211860656
548,agent-0,-0.009999999776482582
548,agent-1,0.0
548,mean,-0.004999999888241291
548,rolling-mean 100,-0.0004999998211860656
549,agent-0,-0.009999999776482582
549,agent-1,0.0
549,mean,-0.004999999888241291
549,rolling-mean 100,-0.0009999998286366462
550,agent-0,0.10000000149011612
550,agent-1,-0.009999999776482582
550,mean,0.04500000085681677
550,rolling-mean 100,-0.0004999998211860656
551,agent-0,0.10000000149011612
551,agent-1,-0.009999999776482582
551,mean,0.04500000085681677
551,rolling-mean 100,1.8626451492309571e-10
552,agent-0,0.0
552,agent-1,-0.009999999776482582
552,mean,-0.004999999888241291
552,rolling-mean 100,1.8626451492309571e-10
553,agent-0,-0.009999999776482582
553,agent-1,0.0
553,mean,-0.004999999888241291
553,rolling-mean 100,1.8626451492309571e-10
554,agent-0,0.0
554,agent-1,-0.009999999776482582
554,mean,-0.004999999888241291
554,rolling-mean 100,1.8626451492309571e-10
555,agent-0,-0.009999999776482582
555,agent-1,0.0
555,mean,-0.004999999888241291
555,rolling-mean 100,1.8626451492309571e-10
556,agent-0,0.0
556,agent-1,-0.009999999776482582
556,mean,-0.004999999888241291
556,rolling-mean 100,1.8626451492309571e-10
557,agent-0,-0.009999999776482582
557,agent-1,0.0
557,mean,-0.004999999888241291
557,rolling-mean 100,1.8626451492309571e-10
558,agent-0,-0.009999999776482582
558,agent-1,0.0
558,mean,-0.004999999888241291
558,rolling-mean 100,1.8626451492309571e-10
559,agent-0,0.0
559,agent-1,-0.009999999776482582
559,mean,-0.004999999888241291
559,rolling-mean 100,-0.0004999998211860656
560,agent-0,0.0
560,agent-1,-0.009999999776482582
560,mean,-0.004999999888241291
560,rolling-mean 100,-0.0004999998211860656
561,agent-0,-0.009999999776482582
561,agent-1,0.0
561,mean,-0.004999999888241291
561,rolling-mean 100,-0.0004999998211860656
562,agent-0,-0.009999999776482582
562,agent-1,0.0
562,mean,-0.004999999888241291
562,rolling-mean 100,-0.0004999998211860656
563,agent-0,0.0
563,agent-1,-0.009999999776482582
563,mean,-0.004999999888241291
563,rolling-mean 100,-0.0009999998286366462
564,agent-0,-0.009999999776482582
564,agent-1,0.0
564,mean,-0.004999999888241291
564,rolling-mean 100,-0.0009999998286366462
565,agent-0,-0.009999999776482582
565,agent-1,0.0
565,mean,-0.004999999888241291
565,rolling-mean 100,-0.0009999998286366462
566,agent-0,-0.009999999776482582
566,agent-1,0.0
566,mean,-0.004999999888241291
566,rolling-mean 100,-0.0009999998286366462
567,agent-0,-0.009999999776482582
567,agent-1,0.0
567,mean,-0.004999999888241291
567,rolling-mean 100,-0.0009999998286366462
568,agent-0,0.0
568,agent-1,-0.009999999776482582
568,mean,-0.004999999888241291
568,rolling-mean 100,-0.0009999998286366462
569,agent-0,0.0
569,agent-1,-0.009999999776482582
569,mean,-0.004999999888241291
569,rolling-mean 100,-0.0009999998286366462
570,agent-0,-0.009999999776482582
570,agent-1,0.0
570,mean,-0.004999999888241291
570,rolling-mean 100,-0.0009999998286366462
571,agent-0,0.0
571,agent-1,-0.009999999776482582
571,mean,-0.004999999888241291
571,rolling-mean 100,-0.0009999998286366462
572,agent-0,-0.009999999776482582
572,agent-1,0.0
572,mean,-0.004999999888241291
572,rolling-mean 100,-0.0009999998286366462
573,agent-0,0.0
573,agent-1,-0.009999999776482582
573,mean,-0.004999999888241291
573,rolling-mean 100,-0.0009999998286366462
574,agent-0,-0.009999999776482582
574,agent-1,0.0
574,mean,-0.004999999888241291
574,rolling-mean 100,-0.001499999836087227
575,agent-0,-0.009999999776482582
575,agent-1,0.0
575,mean,-0.004999999888241291
575,rolling-mean 100,-0.001499999836087227
576,agent-0,0.0
576,agent-1,-0.009999999776482582
576,mean,-0.004999999888241291
576,rolling-mean 100,-0.001499999836087227
577,agent-0,-0.009999999776482582
577,agent-1,0.0
577,mean,-0.004999999888241291
577,rolling-mean 100,-0.001499999836087227
578,agent-0,0.0
578,agent-1,-0.009999999776482582
578,mean,-0.004999999888241291
578,rolling-mean 100,-0.001499999836087227
579,agent-0,0.0
579,agent-1,-0.009999999776482582
579,mean,-0.004999999888241291
579,rolling-mean 100,-0.001499999836087227
580,agent-0,-0.009999999776482582
580,agent-1,0.0
580,mean,-0.004999999888241291
580,rolling-mean 100,-0.001499999836087227
581,agent-0,-0.009999999776482582
581,agent-1,0.0
581,mean,-0.004999999888241291
581,rolling-mean 100,-0.001499999836087227
582,agent-0,0.0
582,agent-1,-0.009999999776482582
582,mean,-0.004999999888241291
582,rolling-mean 100,-0.001499999836087227
583,agent-0,0.0
583,agent-1,-0.009999999776482582
583,mean,-0.004999999888241291
583,rolling-mean 100,-0.001499999836087227
584,agent-0,0.0
584,agent-1,-0.009999999776482582
584,mean,-0.004999999888241291
584,rolling-mean 100,-0.001499999836087227
585,agent-0,0.10000000149011612
585,agent-1,-0.009999999776482582
585,mean,0.04500000085681677
585,rolling-mean 100,-0.0009999998286366462
586,agent-0,-0.009999999776482582
586,agent-1,0.10000000149011612
586,mean,0.04500000085681677
586,rolling-mean 100,-0.0004999998211860656
587,agent-0,-0.009999999776482582
587,agent-1,0.0
587,mean,-0.004999999888241291
587,rolling-mean 100,-0.0004999998211860656
588,agent-0,0.0
588,agent-1,-0.009999999776482582
588,mean,-0.004999999888241291
588,rolling-mean 100,-0.0004999998211860656
589,agent-0,-0.009999999776482582
589,agent-1,0.0
589,mean,-0.004999999888241291
589,rolling-mean 100,-0.0004999998211860656
590,agent-0,0.0
590,agent-1,-0.009999999776482582
590,mean,-0.004999999888241291
590,rolling-mean 100,-0.0009999998286366462
591,agent-0,0.0
591,agent-1,-0.009999999776482582
591,mean,-0.004999999888241291
591,rolling-mean 100,-0.001499999836087227
592,agent-0,0.0
592,agent-1,-0.009999999776482582
592,mean,-0.004999999888241291
592,rolling-mean 100,-0.0019999998435378074
593,agent-0,0.0
593,agent-1,-0.009999999776482582
593,mean,-0.004999999888241291
593,rolling-mean 100,-0.0019999998435378074
594,agent-0,-0.009999999776482582
594,agent-1,0.0
594,mean,-0.004999999888241291
594,rolling-mean 100,-0.0019999998435378074
595,agent-0,0.10000000149011612
595,agent-1,-0.009999999776482582
595,mean,0.04500000085681677
595,rolling-mean 100,-0.0019999998435378074
596,agent-0,0.0
596,agent-1,-0.009999999776482582
596,mean,-0.004999999888241291
596,rolling-mean 100,-0.0019999998435378074
597,agent-0,0.0
597,agent-1,0.09000000171363354
597,mean,0.04500000085681677
597,rolling-mean 100,-0.0019999998435378074
598,agent-0,0.0
598,agent-1,-0.009999999776482582
598,mean,-0.004999999888241291
598,rolling-mean 100,-0.0019999998435378074
599,agent-0,-0.009999999776482582
599,agent-1,0.0
599,mean,-0.004999999888241291
599,rolling-mean 100,-0.0019999998435378074
600,agent-0,-0.009999999776482582
600,agent-1,0.0
600,mean,-0.004999999888241291
600,rolling-mean 100,-0.0019999998435378074
601,agent-0,-0.009999999776482582
601,agent-1,0.0
601,mean,-0.004999999888241291
601,rolling-mean 100,-0.0019999998435378074
602,agent-0,0.0
602,agent-1,-0.009999999776482582
602,mean,-0.004999999888241291
602,rolling-mean 100,-0.0019999998435378074
603,agent-0,0.0
603,agent-1,-0.009999999776482582
603,mean,-0.004999999888241291
603,rolling-mean 100,-0.0019999998435378074
604,agent-0,0.0
604,agent-1,-0.009999999776482582
604,mean,-0.004999999888241291
604,rolling-mean 100,-0.0019999998435378074
605,agent-0,0.0
605,agent-1,-0.009999999776482582
605,mean,-0.004999999888241291
605,rolling-mean 100,-0.0019999998435378074
606,agent-0,0.0
606,agent-1,-0.009999999776482582
606,mean,-0.004999999888241291
606,rolling-mean 100,-0.0019999998435378074
607,agent-0,-0.009999999776482582
607,agent-1,0.0
607,mean,-0.004999999888241291
607,rolling-mean 100,-0.0019999998435378074
608,agent-0,-0.009999999776482582
608,agent-1,0.0
608,mean,-0.004999999888241291
608,rolling-mean 100,-0.0019999998435378074
609,agent-0,0.0
609,agent-1,-0.009999999776482582
609,mean,-0.004999999888241291
609,rolling-mean 100,-0.0019999998435378074
610,agent-0,0.10000000149011612
610,agent-1,-0.009999999776482582
610,mean,0.04500000085681677
610,rolling-mean 100,-0.001499999836087227
611,agent-0,0.0
611,agent-1,-0.009999999776482582
611,mean,-0.004999999888241291
611,rolling-mean 100,-0.001499999836087227
612,agent-0,0.0
612,agent-1,-0.009999999776482582
612,mean,-0.004999999888241291
612,rolling-mean 100,-0.001499999836087227
613,agent-0,0.0
613,agent-1,-0.009999999776482582
613,mean,-0.004999999888241291
613,rolling-mean 100,-0.001499999836087227
614,agent-0,-0.009999999776482582
614,agent-1,0.0
614,mean,-0.004999999888241291
614,rolling-mean 100,-0.001499999836087227
615,agent-0,-0.009999999776482582
615,agent-1,0.0
615,mean,-0.004999999888241291
615,rolling-mean 100,-0.001499999836087227
616,agent-0,0.0
616,agent-1,-0.009999999776482582
616,mean,-0.004999999888241291
616,rolling-mean 100,-0.001499999836087227
617,agent-0,0.0
617,agent-1,-0.009999999776482582
617,mean,-0.004999999888241291
617,rolling-mean 100,-0.001499999836087227
618,agent-0,0.0
618,agent-1,-0.009999999776482582
618,mean,-0.004999999888241291
618,rolling-mean 100,-0.001499999836087227
619,agent-0,-0.009999999776482582
619,agent-1,0.0
619,mean,-0.004999999888241291
619,rolling-mean 100,-0.001499999836087227
620,agent-0,0.0
620,agent-1,-0.009999999776482582
620,mean,-0.004999999888241291
620,rolling-mean 100,-0.001499999836087227
621,agent-0,0.0
621,agent-1,-0.009999999776482582
621,mean,-0.004999999888241291
621,rolling-mean 100,-0.001499999836087227
622,agent-0,0.0
622,agent-1,-0.009999999776482582
622,mean,-0.004999999888241291
622,rolling-mean 100,-0.001499999836087227
623,agent-0,0.0
623,agent-1,-0.009999999776482582
623,mean,-0.004999999888241291
623,rolling-mean 100,-0.001499999836087227
624,agent-0,0.0
624,agent-1,-0.009999999776482582
624,mean,-0.004999999888241291
624,rolling-mean 100,-0.001499999836087227
625,agent-0,-0.009999999776482582
625,agent-1,0.0
625,mean,-0.004999999888241291
625,rolling-mean 100,-0.001499999836087227
626,agent-0,-0.009999999776482582
626,agent-1,0.0
626,mean,-0.004999999888241291
626,rolling-mean 100,-0.001499999836087227
627,agent-0,0.0
627,agent-1,-0.009999999776482582
627,mean,-0.004999999888241291
627,rolling-mean 100,-0.001499999836087227
628,agent-0,-0.009999999776482582
628,agent-1,0.0
628,mean,-0.004999999888241291
628,rolling-mean 100,-0.001499999836087227
629,agent-0,0.0
629,agent-1,-0.009999999776482582
629,mean,-0.004999999888241291
629,rolling-mean 100,-0.001499999836087227
630,agent-0,0.0
630,agent-1,-0.009999999776482582
630,mean,-0.004999999888241291
630,rolling-mean 100,-0.001499999836087227
631,agent-0,-0.009999999776482582
631,agent-1,0.0
631,mean,-0.004999999888241291
631,rolling-mean 100,-0.001499999836087227
632,agent-0,0.0
632,agent-1,-0.009999999776482582
632,mean,-0.004999999888241291
632,rolling-mean 100,-0.001499999836087227
633,agent-0,-0.009999999776482582
633,agent-1,0.0
633,mean,-0.004999999888241291
633,rolling-mean 100,-0.001499999836087227
634,agent-0,0.0
